,subject,DD.period.t,DD.t.i,DD.i.e,DD.e.five,DD.five.Shift.r,DD.Shift.r.o,DD.o.a,DD.a.n,DD.n.l,DD.l.Return
0,2,0.3772362759918906,0.16772152300109155,0.2215845110040391,1.1887132080009906,1.607405952992849,0.7597336220060242,0.21407338899734896,0.1485700640041614,0.3522046159923775,0.352258837010595
1,2,0.3457874119922053,0.1286518709966913,0.13621678900381085,1.1985019349958748,0.7835285370092606,0.7887341259920504,0.16879798599984497,0.2563571420032531,0.2645815949945245,0.27706850100366864
2,2,0.20790383200801443,0.12933856699964963,0.15406157299003098,1.0419039060070645,0.6212053909985116,0.7208647270017536,0.2929379559936933,0.23348890700435732,0.271620522995363,0.286404919999768
3,2,0.2515958110016072,0.2496564080065582,0.20436860599147622,1.0563780850061448,1.2577975029998925,0.7559511139988899,0.1535736049991101,0.1631144349958049,0.2345286909985589,0.32468620200234
4,2,0.23202531100832857,0.16824053598975297,0.15927015700435732,0.8639407620066777,0.8963842469966039,0.7644555919978302,0.19791311900189612,0.15891673699661624,0.2521175870060688,0.252886727990699
5,2,0.23517748800804839,0.13004902200191282,0.1419601309899008,0.9384289380104747,1.0905451269936748,0.37216087100387085,0.12913525199110154,0.15354726900113747,0.2534346110041952,0.29848917499475647
6,2,0.20771547900221776,0.13663297799939755,0.14109880301111843,0.7984562149940757,1.2016664849943481,0.30896174600638915,0.14072177499474492,0.12092066400509793,0.2003496319957776,0.2920759749977151
7,2,0.1814199620130239,0.1382526229863288,0.13725437701214105,0.6456886359956115,1.1889093890058575,0.31410763500025496,0.11611277199699543,0.10431582799355965,0.21342038099828642,0.2787231960101053
8,2,0.18076656099583488,0.12968895699304994,0.14343259700399358,0.7366457629977958,0.9416704169998411,0.22621967700251844,0.1267783670045901,0.14046141199651174,0.2148752030043397,0.28821131998847704
9,2,0.18113588700362016,0.14657917400472797,0.12468877599167172,0.7559311710065231,0.8077623569988646,0.3121334650058998,0.17939940399082843,0.11657853900396731,0.22852314800547902,0.31985921900195535
10,2,0.16673424899636302,0.15624028899765108,0.13895921000221279,0.6939717329951236,0.8148015280021355,0.3166446770046605,0.17502054499345832,0.05148908100090921,0.4059763660043245,0.2908985779940849
11,2,0.15325561299687251,0.1517200850066729,0.14002481500210706,0.9164981229987461,0.7494608999986667,0.4435971530037932,0.20689372699416708,0.14983116000075825,0.22048191000067163,0.2607611610001186
12,2,0.16276630999345798,0.15555608700378798,0.1349988400033908,0.7039121999987401,1.1011894310067873,0.3483150679967366,0.19748977899143938,0.15824374899966642,0.3107440330059035,0.30198363699309994
13,2,0.18804555300448555,0.19238767700153403,0.1602028320048703,0.9180356449942337,0.7654716609977186,0.3959445990039967,0.4347744770057034,0.1890923280006973,0.28287944798648823,0.3902498759998707
14,2,0.2571834660047898,0.1556899400020484,0.14693391899345443,1.3501196460128995,1.0682968769979198,0.6555934119969606,0.2114903809997486,0.10860364799736999,0.2076057119993493,1.1331045760016423
15,2,0.18421738500182983,0.13910713599761948,0.17815282600349747,0.6078166369989049,0.8055620139930397,0.20291851100046188,0.17505733500001952,0.15281139100261498,0.19574258400825784,0.26493665999441873
16,2,0.1807266779942438,0.14436454200767912,0.14183854499424342,0.8391071340010967,0.8536319030099548,0.37081132098683156,0.153787106013624,0.11929373898601625,0.19535741100844461,0.24003546900348738
17,2,0.17626136499166023,0.13914767200185452,0.16219569099484943,0.771038254009909,0.695617946999846,0.4867913479974959,0.16135636599210557,0.07051008200505748,0.1951669190020766,0.2988726850016974
18,2,0.22443649399792776,0.18866377499944065,0.1803467540012207,0.7794838289992185,0.5642188899946632,0.29578403499908745,0.21626377900247462,0.05151836200093385,0.2156207960069878,0.6580978949932614
19,2,0.17863768999814056,0.1425267970043933,0.1547495739941951,0.6144706820050487,0.7345525779965101,0.2539922190044308,0.2299207970063435,0.31352423199859913,0.7076063650019933,0.30766448299982585
20,2,0.13831416099856142,0.1632890659966506,0.15247391299635638,0.7176049039990176,0.5749607250036206,0.2504657810059143,0.30372047699347604,0.16290032600227278,0.20491554999898653,0.25005306699313223
21,2,0.22244374600995798,0.13585750899801496,0.17204401700291783,0.7690019959991332,0.5563432170019951,0.26133894399390556,0.14059440899291076,0.1375647380045848,0.20162295699992683,0.2665351199975703
22,2,0.18489178700838238,0.15732363799179439,0.15391805600665975,0.8574194579996401,0.5328429840010358,0.2995071399927838,0.1569697660015663,0.13707900600275025,0.2667959090031218,0.4145971260004444
23,2,0.20234708600037266,0.17522577199270017,0.13157010400027502,0.8631702300044708,0.6013088379986584,0.26472006300173234,0.28816029499284923,0.14139941601024475,0.25170887498825323,0.31020359200192615
24,2,0.15722110000206158,0.1651013960072305,0.1640057749900734,0.6335236950108083,0.7424715609959094,0.35141819799900986,0.3225762490037596,0.20470412299619056,0.5498686770006316,0.2955328329990152
25,2,0.16990897900541313,0.1509010709996801,0.14681232199654914,1.1648114199924748,0.6891849670064403,0.4061800859926734,0.1931323530006921,0.49249786100699566,0.3366743160004262,0.25172630199813284
26,2,0.19569314300315455,0.1451622890017461,0.15325059299357235,0.6267020800005412,0.5169920879998244,0.21546272799605504,0.2673225260077743,0.2038455379952211,0.7110252490092535,0.3232694990001619
27,2,0.17310528999951202,0.12510791399108712,0.14970608199655544,0.6514735900127562,0.7843990949913859,0.21497455300414003,0.11200496500532608,0.1704491569980746,0.2538657299883198,0.4040487490128726
28,2,0.19867691698891576,0.14129215000139084,0.1453490590065485,0.8838510819914518,0.65993614900799,0.36050870799226686,0.19041300000390038,0.17183463800756726,0.22476927799289115,0.46016764199885074
29,2,0.13597535400185734,0.16645078400324564,0.11816800099040847,0.655484779010294,0.5067786299914587,0.2604350460023852,0.11317979500745423,0.18757347099017352,0.3514156370074488,0.29301627600216307
30,2,0.2333161299902713,0.22347180399810895,0.20673149000504054,0.8121155279950472,0.4345356410049135,0.34811479899508413,0.14845172301284038,0.16306000499753281,0.21282105598947965,0.27898286300478503
31,2,0.17346269999688957,0.13228761800564826,0.15139601999544539,1.0887574829976074,0.5816898120101541,0.24563181299890857,0.11949931099661626,0.17582406400470063,0.25195494199579116,0.4643936560023576
32,2,0.2628704060043674,0.13305026599846315,0.15416723598900717,0.740938813003595,0.5139632140053436,0.2378041990014026,0.17300831100146752,0.17216674098744988,0.21512460701342206,0.3000124239915749
33,2,0.23151310300454497,0.1364346759946784,0.1354824540030677,0.6506941230036318,0.8215631009952631,0.6017120409960626,0.1435409499972593,0.33746739801426884,0.32616486799088307,0.30961022099654656
34,2,0.20544419399811886,0.1507137350126868,0.1584019079891732,0.8970651450072182,0.4111281740042614,0.21585134998895228,0.10776412700943183,0.21134513799916022,0.2798761769954581,0.2589638420031406
35,2,0.20153719499649014,0.1412021319993073,0.1455536139983451,0.7933261120051611,0.8816021020029439,0.254695024996181,0.10460173200408462,0.1606539099884685,0.23770793400763068,0.5374883680051425
36,2,0.5962957099982304,0.19618968600116204,0.16055836099258158,0.7405907630018191,0.6705680519953603,0.22134154800733086,0.15049822299624793,0.29192773200338706,0.26721751000150107,0.2252088749955874
37,2,0.1862060730054509,0.13994992298830766,0.16585740000300575,1.0802816089999396,0.4200554130075034,0.32255615400208626,0.11800628098717425,0.1761562880128622,0.2321835509937955,0.30556698600412346
38,2,0.18732618699141312,0.15413233199797105,0.14806024401332252,0.6888568769936683,0.40770192799391225,0.16288007399998605,0.099748364998959,0.2054878000053577,0.292922289998387,0.2876383900002111
39,2,0.21498366100422572,0.14532058899931144,0.16377763499622233,0.911366052008816,0.5841779239999596,0.2465265630016802,0.1761129739898024,0.18974065700604115,0.28699700799188577,0.3342500040016603
40,2,0.24075219299993478,0.14769501400587615,0.12810323199664708,0.7656933230027789,0.46078255100292154,0.18637411299278028,0.10492030500608962,0.17360697498952504,0.22823993100610096,0.30770206899615005
41,2,0.1402388740098104,0.17807033099234104,0.18071510799927637,1.0445651089976309,0.4614491980028106,0.1805522659997223,0.09882847200788092,0.1878679459914565,0.24287550200824626,0.25810613099019974
42,2,0.2040219890041044,0.152751891000662,0.13845502899494022,0.6223202250112081,0.4549434329965152,0.1907329249952454,0.10006895099650137,0.2320173650077777,0.29993167299835477,0.30615259800106287
43,2,0.1953563050046796,0.1550906749907881,0.13940665499831084,1.0272498539998196,0.437875087998691,0.7830512660002569,0.33363302100042347,0.2963770860078512,0.30225857099867426,0.36106554500292987
44,2,0.3149935999972513,0.17975106299854815,0.20833582400518935,0.8834900859947084,0.4986991159967147,0.28063425900472794,0.1581046770006651,0.22312979100388475,0.26533162499254104,0.5021167450031498
45,2,0.19117604600614868,0.14159397898765747,0.1506279680033913,0.7877119850018062,0.4965187159978086,0.32887745699554216,0.1379579280037433,0.1722718920063926,0.24132634200213943,0.2743020529887872
46,2,0.19688914000289515,0.18290390000038315,0.12770050000108313,1.2748207590047969,0.7521628209942719,0.27574966799875256,0.21364531399740372,0.2567810300097335,0.25296513800276443,0.28811493699322455
47,2,0.49979584000539035,0.157094034992042,0.18176875900826417,0.6557283089932753,0.4297408590064151,0.2734533499897225,0.1396566140028881,0.19955878300243057,0.21725886600324884,0.2918266630003927
48,2,0.22941256999911275,0.16750670499459375,0.137824739998905,0.7755899680050788,0.4879572240024572,0.21630211400042754,0.09874691200093366,0.20700693198887166,0.20632704700983595,0.22790753599838354
49,2,0.21318825900380034,0.22169897898857016,0.180276685001445,1.3042718729993794,0.7884071550070075,0.26317468300112523,0.12138095599948429,0.16074298799503595,0.24016720600775443,0.29881622600078117
50,2,0.4636944089870667,0.1433572770038154,0.17999839500407688,1.4423820179945324,0.9798557900066953,0.2744816339982208,0.1643133549951017,0.17264370400516782,0.17784836099599488,0.3011400460090954
51,2,0.23482038399379235,0.09911306800495367,0.11059299598855432,0.6283266880054725,0.7994264550070511,0.23653663200093433,0.11440897299326025,0.1407879199978197,0.16131752300134394,0.23245157299970742
52,2,0.19605008799408097,0.1308898190036416,0.13803953700698912,0.8939088469924172,0.7092035180103267,0.3268838410003809,0.11933958099689335,0.12859623700205702,0.18776322600024287,0.21794844498799648
53,2,0.19792783800221514,0.12199445599981118,0.12487606100330595,0.593287619005423,0.8633022099966183,0.26962930799345486,0.15255574500770308,0.1258611800003564,0.18734146699716803,0.24360666000575293
54,2,0.19019790599122643,0.12193685400416143,0.1404175179923186,0.5844074100023136,0.44583888800116256,0.20078357101010624,0.08840061498631258,0.11303618300007656,0.15156201900390442,0.2208613900002092
55,2,0.11382533599680755,0.12074338700040244,0.25300060500740074,0.8792908309987979,0.4392849930009106,0.1708341399935307,0.12619582300249022,0.10921451200556476,0.16828516600071453,0.2911570430005668
56,2,0.17963587399572134,0.0831271939969156,0.16836081100336742,0.6509018729993841,0.4350436550012091,0.18940235600166488,0.14102823300345335,0.06951073999516666,0.2553837250015931,0.3464058879908407
57,2,0.1703206520032836,0.13069073100632522,0.17174946799059398,0.7697995640046429,0.6958023199986201,0.16066893399693072,0.16483864400652237,0.07579911900393199,0.18828864899114706,0.29058186399925034
58,2,0.1464590100076748,0.17214971299108583,0.1131307489995379,0.6989426830114098,0.44095690399990417,0.18482112399942707,0.1403670629952103,0.18579879999742843,0.2159964190068422,0.27544733899412677
59,2,0.1946199770027306,0.1525206700025592,0.11677418599720113,0.5195388809952419,0.7347111249982845,0.18511316500371322,0.4525995770090958,0.3377248529868666,0.28890571401279885,0.30438222899101675
60,2,0.20847490899905097,0.2792162609985098,0.1658028180099791,0.8018947870004922,0.42290778999449685,0.19517720400472172,0.14121424399490934,0.2080158040043898,0.24396200299088378,0.2642528139986098
61,2,0.20094017700466793,0.14198917400790378,0.1462252829951467,0.6055988890002482,0.4865083710028557,0.27823241299483925,0.29699707399413455,0.1737966330110794,0.22882755499449559,0.2524384650023421
62,2,0.24452355899848044,0.13660446100402623,0.18488187598995864,0.8494445680116769,0.4358974189963192,0.25605216399708297,0.23184397700242698,0.18495304899988696,0.2014474409952527,0.2329513380100252
63,2,0.20979223199537955,0.13252282100438606,0.19119262498861644,1.437042322999332,0.44096343900309876,0.23771917400881648,0.2091060929960804,0.14131074299803004,0.1795419469999615,0.3037854959984543
64,2,0.20868208700267132,0.14422152799670584,0.15870014400570653,0.701841981994221,0.47585722600342706,0.3057457050017547,0.19524175699916668,0.12966429500374943,0.18722133299161214,0.2078493820008589
65,2,0.16363395500229672,0.14448680200439412,0.1341160320007475,0.7868322719878051,0.4755681730021024,0.22247314000560436,0.18578052399971057,0.13726888300152496,0.19662287399114575,0.2057066150009632
66,2,0.1630534540017834,0.14911252399906516,0.12318601300648879,0.6465173579927068,0.5251258270000108,0.3826805959979538,0.24561483900470193,0.14661558700026944,0.18278150900732726,0.23379641299834475
67,2,0.16679456099518575,0.12254842900438234,0.14420264700311236,0.8566932879912201,0.6525288080010796,0.3795520809944719,0.3583008350105956,0.16175928700249642,0.2259346039936645,0.23579126200638711
68,2,0.21696333699219394,0.1260915320017375,0.1595738650066778,0.9020369759964524,0.4683637989946874,0.32984460500301793,0.19198578600480687,0.16741708599147387,0.17425896400527563,0.3369066540035419
69,2,0.19477982199168764,0.1218205740005942,0.1313050010066945,0.8380721799912862,0.3921007230092073,0.34079830200062133,0.15535233498667367,0.14218929401249625,0.16442308499244973,0.23897635900357272
70,2,0.2182883089990355,0.11990085800061934,0.14400747300533112,0.688565516989911,0.3870010149985319,0.2352313459996367,0.1675268280087039,0.14554803200007882,0.16698089099372737,0.22614087200781796
71,2,0.193266438000137,0.11143578898918349,0.13928532401041593,0.5274636219983222,0.43316945899277925,0.1904815660091117,0.13079639799252618,0.14566089100844692,0.16031981399282813,0.19688014799612574
72,2,0.23958542200853117,0.17999160299950745,0.21118138599558733,0.7804822900070576,0.3928699089883594,0.1927681010129163,0.144532538994099,0.11927274000481702,0.16565973599790595,0.2309059199906187
73,2,0.18243144200823735,0.1633047630020883,0.12290793099964503,0.6033286019955995,0.3567408520029858,0.2158689429925289,0.16575861599994823,0.11887689400464296,0.16744880200712942,0.2112563099944964
74,2,0.15295717200206127,0.14520444899972063,0.12433019799937028,0.5426365269959206,0.4046303469949635,0.18640083300124388,0.1330706990120234,0.12038285999733489,0.17375866298971232,0.2098625320068095
75,2,0.19537920400034636,0.15382452099584043,0.13719809299800545,0.5619504050118849,0.4056877699913457,0.17257338600757066,0.14069460099563003,0.13096898900403176,0.1678694459988037,1.2676186530006817
76,2,0.18989993099239655,0.14007829800539184,0.15514201800397132,0.7136937989998842,0.3867619449883932,0.22769484600576106,0.1377811419952195,0.11876323800242972,0.1941802280052798,0.25911259099666495
77,2,0.19291004199476447,0.1287775470118504,0.12640817298961338,0.6409732239990262,0.3845491550018778,0.16149175900500268,0.13291858999582473,0.13349434599513188,0.17551093200745527,0.24538937500619795
78,2,0.20020269700034987,0.13946077998843975,0.1656079829990631,0.6253867040068144,0.4269824270013487,0.16345728900341783,0.1772357239970006,0.1268742550018942,0.17947413599176798,0.229831421005656
79,2,0.15737175199319609,0.13449793501058593,0.13441613799659535,0.5028210180025781,0.4556803719897289,0.222852735008928,0.1445387599960668,0.11894223300623707,0.16294636599195655,0.2084598729998106
80,2,0.1611586660001194,0.16155258999788202,0.12002484200638719,0.4978705529938452,0.4226009670092026,0.14556951000122353,0.15328078299353365,0.10197556900675409,0.1586375389888417,0.23466405500948895
81,2,0.20703151400084607,0.14574493598775007,0.14158014800341334,0.816079696000088,0.4257023569953162,0.19885991200862918,0.16326706200197805,0.13417657899844926,0.16210563699132763,0.20219062101386953
82,2,0.18794571699982043,0.1378557909920346,0.13510528999904636,0.5493943430046784,0.4968689219967928,0.2603334099985659,0.134074995003175,0.13380150799639523,0.18388757499633357,0.2533265930105699
83,2,0.1639958619925892,0.14066710400220472,0.1332191609981237,0.5743752289999975,0.44456862400693353,0.2247319019952556,0.15040440700249746,0.12255340999399778,0.17248651200497989,0.2134129159967415
84,2,0.1463228079956025,0.1481478090136079,0.1400376499950653,0.7399008579959627,0.39877955699921586,0.14031445400905795,0.14409742699353956,0.11510415299562737,0.1761116400011815,0.2706249400071101
